geoid,county_name,baseline_measyear,first_season,last_season,january_shift,required_seasons,conditions,physical_plots,all_required_reports_available,spatial_join_approved,limitation
26097,Mackinac,2017,2014,2016,FALSE,2014;2015;2016,2,2,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26097,Mackinac,2018,2015,2017,FALSE,2015;2016;2017,3,3,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26099,Macomb,2014,2011,2013,FALSE,2011;2012;2013,1,1,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26101,Manistee,2014,2011,2013,FALSE,2011;2012;2013,2,2,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26101,Manistee,2016,2013,2015,FALSE,2013;2014;2015,3,3,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26101,Manistee,2017,2014,2016,FALSE,2014;2015;2016,1,1,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26101,Manistee,2018,2015,2017,FALSE,2015;2016;2017,1,1,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26103,Marquette,2012,2008,2010,TRUE,2008;2009;2010,3,2,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26103,Marquette,2012,2009,2011,FALSE,2009;2010;2011,4,4,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26103,Marquette,2013,2009,2011,TRUE,2009;2010;2011,2,2,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26103,Marquette,2013,2010,2012,FALSE,2010;2011;2012,5,5,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26103,Marquette,2014,2011,2013,FALSE,2011;2012;2013,7,7,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26103,Marquette,2015,2012,2014,FALSE,2012;2013;2014,11,11,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26103,Marquette,2016,2013,2015,FALSE,2013;2014;2015,6,6,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26103,Marquette,2017,2014,2016,FALSE,2014;2015;2016,11,11,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26103,Marquette,2018,2015,2017,FALSE,2015;2016;2017,10,10,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26105,Mason,2015,2012,2014,FALSE,2012;2013;2014,1,1,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26107,Mecosta,2018,2015,2017,FALSE,2015;2016;2017,1,1,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26109,Menominee,2013,2010,2012,FALSE,2010;2011;2012,5,5,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26109,Menominee,2014,2011,2013,FALSE,2011;2012;2013,1,1,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26109,Menominee,2015,2012,2014,FALSE,2012;2013;2014,1,1,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26109,Menominee,2016,2013,2015,FALSE,2013;2014;2015,5,5,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26109,Menominee,2017,2014,2016,FALSE,2014;2015;2016,2,2,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26109,Menominee,2018,2015,2017,FALSE,2015;2016;2017,4,4,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26113,Missaukee,2012,2009,2011,FALSE,2009;2010;2011,1,1,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26113,Missaukee,2015,2012,2014,FALSE,2012;2013;2014,1,1,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26113,Missaukee,2017,2014,2016,FALSE,2014;2015;2016,2,2,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26115,Monroe,2013,2010,2012,FALSE,2010;2011;2012,1,1,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26119,Montmorency,2012,2009,2011,FALSE,2009;2010;2011,2,2,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26119,Montmorency,2013,2010,2012,FALSE,2010;2011;2012,1,1,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26119,Montmorency,2016,2013,2015,FALSE,2013;2014;2015,1,1,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26119,Montmorency,2017,2014,2016,FALSE,2014;2015;2016,1,1,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26121,Muskegon,2015,2012,2014,FALSE,2012;2013;2014,1,1,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26121,Muskegon,2017,2013,2015,TRUE,2013;2014;2015,1,1,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26123,Newaygo,2017,2014,2016,FALSE,2014;2015;2016,1,1,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26125,Oakland,2013,2010,2012,FALSE,2010;2011;2012,1,1,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26127,Oceana,2012,2009,2011,FALSE,2009;2010;2011,1,1,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26127,Oceana,2016,2013,2015,FALSE,2013;2014;2015,1,1,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26129,Ogemaw,2014,2011,2013,FALSE,2011;2012;2013,1,1,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26129,Ogemaw,2015,2012,2014,FALSE,2012;2013;2014,1,1,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26131,Ontonagon,2011,2008,2010,FALSE,2008;2009;2010,3,3,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26131,Ontonagon,2012,2008,2010,TRUE,2008;2009;2010,1,1,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26131,Ontonagon,2012,2009,2011,FALSE,2009;2010;2011,11,11,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26131,Ontonagon,2013,2010,2012,FALSE,2010;2011;2012,13,13,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26131,Ontonagon,2014,2011,2013,FALSE,2011;2012;2013,13,13,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26131,Ontonagon,2015,2011,2013,TRUE,2011;2012;2013,1,1,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26131,Ontonagon,2015,2012,2014,FALSE,2012;2013;2014,4,4,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26131,Ontonagon,2016,2012,2014,TRUE,2012;2013;2014,1,1,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26131,Ontonagon,2016,2013,2015,FALSE,2013;2014;2015,19,19,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26131,Ontonagon,2017,2014,2016,FALSE,2014;2015;2016,9,9,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26131,Ontonagon,2018,2015,2017,FALSE,2015;2016;2017,21,20,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26133,Osceola,2012,2009,2011,FALSE,2009;2010;2011,1,1,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26133,Osceola,2013,2010,2012,FALSE,2010;2011;2012,2,2,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26133,Osceola,2014,2011,2013,FALSE,2011;2012;2013,1,1,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26133,Osceola,2016,2013,2015,FALSE,2013;2014;2015,1,1,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26133,Osceola,2018,2015,2017,FALSE,2015;2016;2017,1,1,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26135,Oscoda,2016,2013,2015,FALSE,2013;2014;2015,1,1,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26135,Oscoda,2018,2015,2017,FALSE,2015;2016;2017,1,1,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26137,Otsego,2013,2010,2012,FALSE,2010;2011;2012,3,3,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26137,Otsego,2014,2011,2013,FALSE,2011;2012;2013,2,2,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26137,Otsego,2015,2012,2014,FALSE,2012;2013;2014,1,1,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26137,Otsego,2016,2013,2015,FALSE,2013;2014;2015,4,4,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26137,Otsego,2017,2014,2016,FALSE,2014;2015;2016,2,2,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26137,Otsego,2018,2015,2017,FALSE,2015;2016;2017,4,4,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26139,Ottawa,2013,2010,2012,FALSE,2010;2011;2012,1,1,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26139,Ottawa,2017,2013,2015,TRUE,2013;2014;2015,1,1,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26141,Presque Isle,2013,2010,2012,FALSE,2010;2011;2012,1,1,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26141,Presque Isle,2016,2013,2015,FALSE,2013;2014;2015,1,1,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26141,Presque Isle,2017,2014,2016,FALSE,2014;2015;2016,1,1,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26147,St. Clair,2014,2011,2013,FALSE,2011;2012;2013,1,1,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26147,St. Clair,2015,2012,2014,FALSE,2012;2013;2014,1,1,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26149,St. Joseph,2012,2009,2011,FALSE,2009;2010;2011,1,1,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26153,Schoolcraft,2012,2009,2011,FALSE,2009;2010;2011,1,1,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26153,Schoolcraft,2013,2010,2012,FALSE,2010;2011;2012,5,5,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26153,Schoolcraft,2014,2011,2013,FALSE,2011;2012;2013,2,2,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26153,Schoolcraft,2015,2012,2014,FALSE,2012;2013;2014,2,2,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26153,Schoolcraft,2016,2012,2014,TRUE,2012;2013;2014,1,1,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26153,Schoolcraft,2016,2013,2015,FALSE,2013;2014;2015,1,1,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26153,Schoolcraft,2017,2014,2016,FALSE,2014;2015;2016,3,3,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26153,Schoolcraft,2018,2015,2017,FALSE,2015;2016;2017,8,7,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26157,Tuscola,2017,2014,2016,FALSE,2014;2015;2016,1,1,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26159,Van Buren,2013,2010,2012,FALSE,2010;2011;2012,1,1,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26159,Van Buren,2016,2013,2015,FALSE,2013;2014;2015,1,1,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26163,Wayne,2015,2012,2014,FALSE,2012;2013;2014,1,1,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26165,Wexford,2012,2008,2010,TRUE,2008;2009;2010,1,1,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26165,Wexford,2012,2009,2011,FALSE,2009;2010;2011,3,3,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26165,Wexford,2013,2010,2012,FALSE,2010;2011;2012,2,2,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26165,Wexford,2014,2011,2013,FALSE,2011;2012;2013,5,5,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26165,Wexford,2015,2012,2014,FALSE,2012;2013;2014,2,2,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26165,Wexford,2016,2013,2015,FALSE,2013;2014;2015,7,6,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
26165,Wexford,2017,2014,2016,FALSE,2014;2015;2016,2,2,TRUE,FALSE,"Report-year coverage, not matched DMU exposure; historical boundaries and report release timing unresolved"
