observations,target_total,target_prevalence,requested_fraction,capacity,realized_fraction,expected_targets,expected_non_targets,selected_target_fraction,target_capture_fraction,random_expected_targets,extra_targets_vs_random,deterministic_targets,deterministic_selected_physical_plots,minimum_targets_over_cutoff_ties,maximum_targets_over_cutoff_ties,cutoff_score,cutoff_tied_mass,cutoff_tied_selected,tie_rule,objective,policy,lower,upper,uncertainty_scope,population,assessment
672,100,0.1488095238095238,0.25,168,0.25,25,143,0.1488095238095238,0.25,25,0,NA,NA,0,100,0,672,168,Expected uniform allocation within cutoff ties; deterministic source-key ordering also retained,Recorded entry,Random expectation,0.1218974175035868,0.172273249888944,"300 whole-county resamples with all training scaling and county-held-out model fits repeated; fixed original folds, policies and model set; tie expectations recomputed; not survey-design uncertainty or external validation",Baseline seedlings detected,County held out; realized interval
672,100,0.1488095238095238,0.25,168,0.25,41,127,0.24404761904761904,0.41,25,16,41,168,41,41,44,7,7,Expected uniform allocation within cutoff ties; deterministic source-key ordering also retained,Recorded entry,Raw seedling count,0.1995084292106104,0.3440663739669421,"300 whole-county resamples with all training scaling and county-held-out model fits repeated; fixed original folds, policies and model set; tie expectations recomputed; not survey-design uncertainty or external validation",Baseline seedlings detected,County held out; realized interval
672,100,0.1488095238095238,0.25,168,0.25,44,124,0.2619047619047619,0.44,25,19,44,167,44,44,46,1,1,Expected uniform allocation within cutoff ties; deterministic source-key ordering also retained,Recorded entry,Count per sampled coverage,0.1971560525036461,0.34096354166666665,"300 whole-county resamples with all training scaling and county-held-out model fits repeated; fixed original folds, policies and model set; tie expectations recomputed; not survey-design uncertainty or external validation",Baseline seedlings detected,County held out; realized interval
672,100,0.1488095238095238,0.25,168,0.25,31.205183585313176,136.79481641468684,0.1857451403887689,0.31205183585313173,25,6.205183585313176,32,168,0,86,1,463,168,Expected uniform allocation within cutoff ties; deterministic source-key ordering also retained,Recorded entry,Sapling presence,0.14850289541703948,0.2277083015993907,"300 whole-county resamples with all training scaling and county-held-out model fits repeated; fixed original folds, policies and model set; tie expectations recomputed; not survey-design uncertainty or external validation",Baseline seedlings detected,County held out; realized interval
672,100,0.1488095238095238,0.25,168,0.25,44,124,0.2619047619047619,0.44,25,19,44,168,44,44,0.21310679214447226,1,1,Expected uniform allocation within cutoff ties; deterministic source-key ordering also retained,Recorded entry,Count model,0.16051000805602034,0.3281641755062681,"300 whole-county resamples with all training scaling and county-held-out model fits repeated; fixed original folds, policies and model set; tie expectations recomputed; not survey-design uncertainty or external validation",Baseline seedlings detected,County held out; realized interval
672,100,0.1488095238095238,0.25,168,0.25,43,125,0.25595238095238093,0.43,25,18,43,168,43,43,0.22008226499037203,1,1,Expected uniform allocation within cutoff ties; deterministic source-key ordering also retained,Recorded entry,Maple-stage model,0.16071428571428573,0.3423552374756017,"300 whole-county resamples with all training scaling and county-held-out model fits repeated; fixed original folds, policies and model set; tie expectations recomputed; not survey-design uncertainty or external validation",Baseline seedlings detected,County held out; realized interval
672,100,0.1488095238095238,0.5,336,0.5,50,286,0.1488095238095238,0.5,50,0,NA,NA,0,100,0,672,336,Expected uniform allocation within cutoff ties; deterministic source-key ordering also retained,Recorded entry,Random expectation,0.12189741750358679,0.172273249888944,"300 whole-county resamples with all training scaling and county-held-out model fits repeated; fixed original folds, policies and model set; tie expectations recomputed; not survey-design uncertainty or external validation",Baseline seedlings detected,County held out; realized interval
672,100,0.1488095238095238,0.5,336,0.5,83.23076923076923,252.76923076923077,0.2477106227106227,0.8323076923076923,50,33.230769230769226,84,335,82,84,14,13,8,Expected uniform allocation within cutoff ties; deterministic source-key ordering also retained,Recorded entry,Raw seedling count,0.19494014508219054,0.28554038749342714,"300 whole-county resamples with all training scaling and county-held-out model fits repeated; fixed original folds, policies and model set; tie expectations recomputed; not survey-design uncertainty or external validation",Baseline seedlings detected,County held out; realized interval
672,100,0.1488095238095238,0.5,336,0.5,78.4,257.6,0.23333333333333334,0.784,50,28.400000000000006,78,333,76,79,16,15,12,Expected uniform allocation within cutoff ties; deterministic source-key ordering also retained,Recorded entry,Count per sampled coverage,0.18682154456874775,0.27833785246608017,"300 whole-county resamples with all training scaling and county-held-out model fits repeated; fixed original folds, policies and model set; tie expectations recomputed; not survey-design uncertainty or external validation",Baseline seedlings detected,County held out; realized interval
672,100,0.1488095238095238,0.5,336,0.5,62.41036717062635,273.58963282937367,0.1857451403887689,0.6241036717062635,50,12.410367170626351,61,335,0,86,1,463,336,Expected uniform allocation within cutoff ties; deterministic source-key ordering also retained,Recorded entry,Sapling presence,0.14850289541703948,0.2277083015993907,"300 whole-county resamples with all training scaling and county-held-out model fits repeated; fixed original folds, policies and model set; tie expectations recomputed; not survey-design uncertainty or external validation",Baseline seedlings detected,County held out; realized interval
672,100,0.1488095238095238,0.5,336,0.5,79,257,0.23511904761904762,0.79,50,29,79,336,79,79,0.12213659217593867,1,1,Expected uniform allocation within cutoff ties; deterministic source-key ordering also retained,Recorded entry,Count model,0.17251838235294117,0.27119320080187104,"300 whole-county resamples with all training scaling and county-held-out model fits repeated; fixed original folds, policies and model set; tie expectations recomputed; not survey-design uncertainty or external validation",Baseline seedlings detected,County held out; realized interval
672,100,0.1488095238095238,0.5,336,0.5,79,257,0.23511904761904762,0.79,50,29,79,336,79,79,0.11841560516199888,1,1,Expected uniform allocation within cutoff ties; deterministic source-key ordering also retained,Recorded entry,Maple-stage model,0.16841813067508882,0.2691212762740057,"300 whole-county resamples with all training scaling and county-held-out model fits repeated; fixed original folds, policies and model set; tie expectations recomputed; not survey-design uncertainty or external validation",Baseline seedlings detected,County held out; realized interval
